posting_date,job_title,job_url,primary_skill,payment_status,rating_label,client_rating,rating_details,client_spent,spent_label,client_country,payment_type,experience_level,estimated_time_label,project_duration,job_description,skill_1_highlight,skill_1,skill_2,skill_3,proposals_label,proposal_count,skill_4,skill_5,skill_2_highlight,skill_3_highlight,skill_4_highlight,skill_5_highlight,highlight_color_1,highlight_color_2,skill_6,hourly_rate,extracted_skills
last month,AI Expert Needed for AI technical architecture review for workflow automation product,https://www.upwork.com/jobs/Expert-Needed-for-technical-architecture-review-for-workflow-automation-product_~021902149526653228642/?referrer_url_path=/nx/search/jobs/,,Payment verified,Rating is 5.0 out of 5.,5.0,"4.97 Stars, based on 30 feedbacks",$100K+,spent,United States,Hourly: $40.00 - $70.00,Expert,Est. time:,"1 to 3 months, Less than 30 hrs/week","We are seeking a highly experienced AI Expert Consultant to review our AI architecture and provide detailed feedback and strategic guidance for our development team. Our company offers a workflow automation platform, and we are in the process of integrating AI-powered capabilities to enhance automation, decision-making, and user experience.

The ideal candidate should have a deep understanding of AI/ML architectures, MLOps, LLMs, and workflow automation. This is a short-term consulting role, but depending on the value provided, it may extend into a longer-term engagement.",,Python,Automation,API,Proposals:,10 to 15,JavaScript,Artificial Intelligence,,,,,,,+1,55.0,"['Python', 'JavaScript', 'Automation', 'Artificial Intelligence', 'API', '+1']"
4 weeks ago,Project Opportunity in AI,https://www.upwork.com/jobs/Project-Opportunity_~021907899046094510176/?referrer_url_path=/nx/search/jobs/,,Payment verified,Rating is 5.0 out of 5.,5.0,"5.00 Stars, based on 9 feedbacks",$7K+,spent,United States,Hourly: $25.00 - $35.00,Expert,Est. time:,"More than 6 months, 30+ hrs/week","PrecisCa, a Florida-based company offering oncology services, is seeking a highly motivated graduate or senior undergraduate student with experience in building AI-based tools for a project aimed at developing decision support software in oncology. The selected candidate will: 
    
·       Utilize large language models (LLMs) to process and analyze case discussions and educational content from an innovative oncology platform.
·       Design and implement machine learning models for decision-making support in clinical settings. 
·       Gain hands-on experience with real-world applications of AI in healthcare. 
 

The candidate must have the following skills:
 
·       Background in machine learning/AI.
·       Experience with using and fine-tuning application-scale LLMs.
·       Experience in developing deployable applications.
·       Familiarity with implementing apps on AWS or other cloud platforms.
 
This is a flexible open-ended position with a duration and total number of hours dependent on the time needed to complete the immediate tasks and possible new opportunities that may emerge as a result. The rate is negotiable based on candidate skills and experience, with a minimum of $30/hr. 

Only candidates with authorization to work off-campus should apply. All work will be done remotely without any use of University facilities.

 
 
About PrecisCa
PrecisCa, established in 2020 and headquartered in Boca Raton, Florida, is a company specializing in oncology education and support services. The organization offers multidisciplinary virtual expert cancer panels and a comprehensive library of over 1,700 educational to assist oncology providers and their patients. PrecisCa’s focus on fostering the growth of future oncology leaders through immersive virtual series and its dedication to developing new educational content position the company well for future growth.",,Artificial Intelligence,Machine Learning,Large Language Model,Proposals:,5 to 10,Natural Language Processing,,,,,,Data Science,,+5,30.0,"['Large Language Model', 'Natural Language Processing', 'Machine Learning', 'Artificial Intelligence', '+5']"
last month,Survey: Share your thoughts on using AI agents in your work as a Budget Analysts,https://www.upwork.com/jobs/Survey-Share-your-thoughts-using-agents-your-work-Budget-Analysts_~021905165899154811066/?referrer_url_path=/nx/search/jobs/,,Payment verified,Rating is 4.9 out of 5.,4.9,"4.94 Stars, based on 123 feedbacks",$1K+,spent,USA,Fixed price,Entry Level,Est. budget:,$5.00,"We are researchers from Stanford University studying Artificial Intelligence (AI). In this study, we’re interested in learning how people across different occupations want AI agents to assist in their work. This survey targets people who work as Budget Analysts or had experience in this area before. Please ensure you satisfy this requirement before you participate in this study.

What are AI agents?

An AI agent refers to a system or program that is capable of autonomously performing certain tasks on behalf of a user or another system by designing its workflow and utilizing available tools.

Why Participate in This Survey?

While there have been many hypes about AI agents, most discussions focus on full automation. It is unclear how these agents could support individual workers and what is the best way of incorporating these agents in users' workflows. Your participation will help us better understand how to develop AI agents that enhance human work in ways that truly benefit workers.

What Will You Do?

This survey consists of three parts:

1. Share your occupation and daily workflow (we make this part of the survey interactive and more engaging - just like a small interview!)

2. Based on your answers in the previous part, you will see specific tasks from your work. For each task, you will need to answer the same set of rating questions.

3. Answer brief demographic questions

The survey will take approximately 10–15 minutes.",,Budget,,,Proposals:,Less than 5,,,,,,,,,,,['Budget']
2 weeks ago,Cohort Analysis and Behavioral Insights Specialist,https://www.upwork.com/jobs/Cohort-Analysis-and-Behavioral-Insights-Specialist_~021913352265331350150/?referrer_url_path=/nx/search/jobs/,,Payment verified,Rating is 4.7 out of 5.,4.7,"4.68 Stars, based on 130 feedbacks",$300K+,spent,United States,Hourly,Expert,Est. time:,"1 to 3 months, Less than 30 hrs/week","We are looking for a talented  analyst to join our team and dive deep into our historical  concerning purchases, user sessions, engagement levels, and customer retention. In this role, you will analyze various  sets to identify key cohorts and uncover behavioral trends that will guide our strategic initiatives.  We have a very robust analytics tracking using Mixpanel.

**Key Responsibilities:**
- Analyze historical  related to customer purchases and engagement.
- Identify and define user cohorts to better understand customer behavior.
- Discover and interpret patterns that can drive our business strategies.
- Present your findings in a clear, concise, and actionable format.
- Collaborate with cross-functional teams to implement -driven decisions.

**Qualifications:**
- Proven experience in  analysis with a strong analytical mindset.
- Ability to translate complex  into meaningful insights.
- Excellent communication skills to present findings effectively.
- Passion for using  to inform business strategies.

If you're enthusiastic about leveraging  to create impactful insights, we would love to hear from you!",data,Statistics,Quantitative Analysis,,Proposals:,10 to 15,,,data,data,data,data,Data Analysis,Data Visualization,,,"['Quantitative Analysis', 'Statistics']"
4 weeks ago,Freelance  Analyst - Remote Opportunity to Gain Hands-On Experience and Develop Skills,https://www.upwork.com/jobs/Freelance-span-class-highlight-Data-span-Analyst-Remote-Opportunity-Gain-Hands-Experience-and-Develop-Skills_~021908301342096900546/?referrer_url_path=/nx/search/jobs/,Data,Payment unverified,Rating is 0 out of 5.,0.0,No feedback yet,$0,spent,United States,Hourly: $25.00 - $65.00,Intermediate,Est. time:,"1 to 3 months, Not sure","We are seeking a motivated Freelance  Analyst to join our team and contribute to our -driven initiatives. This is a fantastic opportunity for someone looking to start their career in  analysis and gain hands-on experience working with real-world . As part of this role, you will assist in collecting, cleaning, analyzing, and interpreting  to help our team make informed business decisions.

In this position, you will learn and apply key  analysis techniques, collaborate with team members to provide insights, and help create reports and visualizations. The ideal candidate will have a passion for working with numbers and , strong attention to detail, and a desire to learn new skills in a dynamic and supportive remote environment.

Please include your resume for review when applying, as we look forward to understanding your background and potential for this role.",Data,Python,Project Management,Lead Generation,Proposals:,15 to 20,,,data,data,data,data,Data Visualization,Data Analysis,,45.0,"['Data', 'Project Management', 'Python', 'Lead Generation']"
4 weeks ago,GCP AI/ML Engineer – Generative AI & Document AI (Onsite travel to Ohio Required),https://www.upwork.com/jobs/GCP-Engineer-Generative-Document-Onsite-travel-Ohio-Required_~021907142419569855234/?referrer_url_path=/nx/search/jobs/,,Payment verified,Rating is 5.0 out of 5.,5.0,"5.00 Stars, based on 2 feedbacks",$2K,spent,United States,Hourly: $75.00 - $80.00,Expert,Est. time:,"3 to 6 months, 30+ hrs/week","We are seeking a talented GCP AI/ML Engineer with expertise in Generative AI and Document AI to join our team. This hybrid position will require onsite travel to Ohio. The ideal candidate will have a strong background in machine learning principles and experience with Google Cloud Platform tools. You will be responsible for designing and implementing AI solutions that enhance our document processing capabilities. If you thrive in a fast-paced environment and are ready to make an impact, we want to hear from you!

The ideal candidate will have deep knowledge of GCP’s AI and  services, and a proven ability to deliver high-impact machine learning solutions in a fast-paced, client-facing environment.

Key Responsibilities:
•Lead the development and deployment of machine learning models using GCP AI services (Vertex AI, Document AI, etc.)
•Apply advanced prompt engineering techniques for entity extraction using Generative AI
•Build and fine-tune custom classification and extraction models
•Develop and execute  labeling strategies, both manual and automated
•Architect solutions for document categorization and entity recognition
•Guide stakeholders on best practices for ML lifecycle, model evaluation, and production-readiness
•Translate complex AI outputs into actionable insights for business users
•Collaborate with cross-functional teams to ensure successful project delivery

Required Skills & Experience:
•Strong hands-on experience with Google Cloud Platform, including:
•Vertex AI (including Vertex AI Studio and pipelines)
•Document AI (Custom Classifier and Custom Extractor)
•BigQuery and other GCP  services
•Demonstrated expertise in developing Generative AI solutions (LLM integration, prompt design, fine-tuning, etc.)
•Proficiency in machine learning workflows:  preprocessing, training, validation, evaluation, deployment
•Experience designing and implementing taxonomy frameworks for document classification
•Ability to develop labeling strategies and manage training/test datasets effectively
•Excellent communication and consulting skills, with the ability to interface with executive stakeholders
•Strong problem-solving skills and a consultative, outcomes-driven mindset

Preferred Qualifications:
•Prior experience working on document-centric AI projects (invoices, forms, contracts, etc.)
•Familiarity with  governance, quality assurance, and model accuracy benchmarks
•Background in AI project scoping and feasibility planning",data,Artificial Intelligence,Machine Learning,TensorFlow,Proposals:,10 to 15,Neural Network,deeplearn.js,data,data,data,data,,,,77.5,"['Machine Learning', 'deeplearn.js', 'Artificial Intelligence', 'Neural Network', 'TensorFlow']"
3 weeks ago,Python Ai-Agent Developer,https://www.upwork.com/jobs/Python-Agent-Developer_~021909142592418973295/?referrer_url_path=/nx/search/jobs/,,Payment verified,Rating is 0 out of 5.,0.0,No feedback yet,$0,spent,United States,Hourly: $40.00 - $45.00,Intermediate,Est. time:,"1 to 3 months, Less than 30 hrs/week","I'm developing an Ai-Agent for Deportation Defense (Immigration) It's Built on:

NLP - SpaCY
Machine Learning - Scikit-Learn
Ai Framework - Crewai

I do not have the skill-set to make it actually work, I am hiring a developer to help me create something atleast workable to seek large-scale funding from U.S Based immigration firms. Can turn into long-term opportunity.

Looking to Hire U.S based developers who understand Python, Crewai and Ai-Agents in General. This opportunity would be part-time weekly with anticipated milestones set per week. The goal is to have something that works within 1-2 months for GTM.

I have existing code, program notes that a developer can read and understand the vision and direction of the program. Please message me if your interested.",,AI Agent Development,AI App Development,Python,Proposals:,15 to 20,Artificial Intelligence,Machine Learning,,,,,,,,42.5,"['AI Agent Development', 'Python', 'Machine Learning', 'AI App Development', 'Artificial Intelligence']"
4 weeks ago,"Experienced AI Engineer, Medical Transcription and Note Creation",https://www.upwork.com/jobs/Experienced-Engineer-Medical-Transcription-and-Note-Creation_~021908638999316479141/?referrer_url_path=/nx/search/jobs/,,Payment verified,Rating is 5.0 out of 5.,5.0,"4.96 Stars, based on 88 feedbacks",$1M+,spent,United States,Hourly,Expert,Est. time:,"1 to 3 months, 30+ hrs/week","We are a technology platform and national medical practice. We have team of 25 software developers in-house. I am looking for a very experienced and hands-on engineer to very quickly lead us through the process of creating several tools. There are already many examples of these tools on the market, so this is a ""fast-follower"" approach to things. We do not need to invent something that's not been done before. We wish to have our own tools so that we then have the foundation to do much more with them over time.

The first system will be for simple medical notes. We use Twilio and Microsoft tools for recording and real time transcription. We then use third party tools (which we wish to replace) for generation of medical notes). 

We also have a second project which is related to the many documents employers and employees deal with for employee benefits. The tool will allow guided search and response for employees.

These are foundational projects. Each will then be used to drive many other elements of efficiency customer service.

The short term role is to get us moving on these projects quickly. Long-term, we need a part time consultant for our team.",,GPT-4-Turbo,LLM Prompt Engineering,Natural Language Processing,Proposals:,20 to 50,Python,,,,,,,,,,"['Python', 'GPT-4-Turbo', 'Natural Language Processing', 'LLM Prompt Engineering']"
2 months ago,Senior Python Engineer for Conversational AI & Chatbot Development,https://www.upwork.com/jobs/Senior-Python-Engineer-for-Conversational-Chatbot-Development_~021894911963852576811/?referrer_url_path=/nx/search/jobs/,,Payment verified,Rating is 5.0 out of 5.,5.0,"5.00 Stars, based on 2 feedbacks",$900+,spent,USA,Hourly: $70.00 - $100.00,Expert,Est. time:,"Less than 1 month, Less than 30 hrs/week","We are seeking a Senior Python Engineer to maintain chatbot solutions using Conversational AI platforms and enhance self-service interactions throughout the customer journey. In this role, you will improve conversation flows, automate responses, and ensure a seamless customer experience. You will leverage your expertise in JavaScript for interactive chatbot interfaces and advanced Python skills for backend logic, machine learning integration, and  optimization. Proficiency in NLP libraries such as spaCy, NLTK, and GPT-3 is essential to deliver accurate, contextually relevant responses. You will also utilize AWS tools like Amazon Lex and Amazon Connect to implement and optimize personalized contact center solutions. If this is something that you can help with, we'd love to hear from you!",data,Python,Artificial Intelligence,Machine Learning,Proposals:,10 to 15,Natural Language Processing,,,,,,Data Science,,+5,85.0,"['Python', 'Natural Language Processing', 'Machine Learning', 'Artificial Intelligence', '+5']"
last month,AI Engineer – Develop $50K–$500K+ Client AI Solutions with Super Grok,https://www.upwork.com/jobs/Engineer-Develop-50K-500K-Client-Solutions-with-Super-Grok_~021901687678622429509/?referrer_url_path=/nx/search/jobs/,,Payment verified,Rating is 5.0 out of 5.,5.0,"4.95 Stars, based on 5 feedbacks",$20K+,spent,USA,Hourly: $50.00 - $80.00,Expert,Est. time:,"More than 6 months, 30+ hrs/week","**Category**: Software Development / AI & Machine Learning 
**Budget**: $50–$80/hour | 20–40 hours/week | Long-term 
**Location**: Remote 
**Start Date**: Within a few weeks

---

## About Bridgeline AI
We’re a fast-growing startup delivering AI-driven solutions to small and medium enterprises ($5M–$50M revenue) in retail, logistics, real estate, marketing, and manufacturing. Our client deals range from $50K to $275K+, driving 20–40% ROI—think $786K gains in 6 months. We leverage cutting-edge tools, including xAI’s Super Grok, to create transformative automations.

---

## The Role
We’re seeking an AI Engineer to design and deploy high-value AI solutions for our clients. You’ll harness Super Grok’s advanced capabilities to build tools that save clients hundreds of hours monthly and generate millions in revenue—think $500K+ deals with enterprise-level impact.

---

## What You’ll Do
- **Create Client-Facing AI Tools**: Develop scalable automations tailored to client needs—e.g., optimizing 50,000+ manufacturing units monthly or syncing 2,000+ real estate leads for $275K+ contracts. 
  - *Possibility of 1 physical client site visit per larger deal, likely during discovery phase. Full reimbursement provided up to a negotiated amount per occurrence.* 
- **Utilize Super Grok**: Leverage Grok 3’s Think Mode (step-by-step reasoning) to solve complex client challenges—e.g., cut development time by 20–30% on a $400K logistics optimization tool. Use DeepSearch (real-time ) to infuse market insights into solutions. 
- **Deliver High-Impact Results**: Build tools that deliver measurable client ROI—e.g., a $450K marketing automation saving 300h/mo and adding $200K/mo in revenue within 6 months. 
- **Meet Tight Deadlines**: Prototype $175K+ solutions—e.g., a retail AI boosting $150K/mo profit—ensuring clients see value fast. 
- **Focus on Scalability**: Craft enterprise-grade systems—e.g., a $500K supply chain AI handling 5,000+ shipments/mo—ready for $50M+ clients. 
- **Collaborate Cross-Functionally**: Work with project manager, sales and tech to translate business needs into AI-driven applications, using tools like Trello for sprint management.

---

## Skills We Need
- **AI Expertise**: 3+ years in AI/ML—proficient in Python, RTILA, TensorFlow, or similar. Experience with advanced models like Grok is a plus. 
- **Strong Knowledge of Machine Learning**: Expertise in supervised, unsupervised, and reinforcement learning techniques to power client solutions. 
- **Hands-On Experience**: Familiarity with popular AI frameworks and libraries (e.g., PyTorch, Scikit-learn) and generative AI architectures. 
- **Cloud-Based AI**: Experience with platforms/services (e.g., AWS, GCP) to deploy scalable $500K+ tools. 
- **Large Language Models (LLMs)**: Knowledge of LLMs and their applications—e.g., enhancing $275K automations with natural language capabilities. 
- **Automation Development**: Proven track record building bots or workflows—e.g., web scraping, large-scale  syncs for client applications. 
- **Problem-Solving**: Ability to tackle multi-step logic—Super Grok’s Think Mode will enhance your efficiency. 
- **Real-Time **: Experience with dynamic  sources—DeepSearch will provide an edge for client insights. 
- **Client Focus**: Translate technical work into tangible client wins—e.g., $1M+ ROI in 12 months. 
- **Excellent Communication**: Explain AI systems clearly to project managers and stakeholders—bridge tech and business goals. 
- **Project Management Tools**: Experience with Trello or Jira to manage sprints and align with team workflows.

---

## How to Apply
- Submit your proposal/portfolio—showcase AI/automation projects with client impact (e.g., $100K+ ROI solutions). 
- Answer the questions below (if you haven’t used Grok, skip that part—it’s not a dealbreaker):",data,Artificial Intelligence,Machine Learning,Python,Proposals:,10 to 15,Communication Skills,Generative AI,data,Data,data,,,,,65.0,"['Generative AI', 'Python', 'Machine Learning', 'Artificial Intelligence', 'Communication Skills']"
last month,AI agent for buisness soultions,https://www.upwork.com/jobs/agent-for-buisness-soultions_~021905237350141028292/?referrer_url_path=/nx/search/jobs/,,Payment verified,Rating is 4.9 out of 5.,4.9,"4.85 Star, based on 1 feedbacks",$800+,spent,USA,Hourly: $65.00 - $128.00,Expert,Est. time:,"1 to 3 months, Less than 30 hrs/week","We are seeking a skilled AI Agent Developer to build a custom AI-powered agent for our business. The AI agent will assist with automating tasks, streamlining operations, and improving overall efficiency.

Responsibilities:

Design and develop an AI agent tailored to our business needs.

Implement AI algorithms to automate repetitive tasks and enhance decision-making.

Integrate the AI agent with our existing business systems and applications.

Ensure the AI agent is scalable, reliable, and secure.

Provide technical documentation and ongoing support.

Requirements:

Proven experience in developing AI agents or conversational AI systems.

Proficiency in AI frameworks like TensorFlow, PyTorch, or similar.

Strong programming skills in Python, Java, or other relevant languages.

Experience with APIs, databases, and cloud platforms.

Understanding of natural language processing (NLP) and machine learning.

Problem-solving skills and attention to detail.

Preferred Qualifications:

Experience with business automation and AI-driven process optimization.

Familiarity with integrating AI agents into CRM, ERP, or other business management systems.

Previous work on AI chatbots, virtual assistants, or AI-based customer support solutions


Budget:
Please provide your estimated cost and timeline for development.

How to Apply:
Submit your proposal with examples of previous AI agent projects, relevant experience, and your approach to this project.

We look forward to collaborating with a talented AI developer to enhance our business operations!",,AI Agent Development,AI Bot,AI Implementation,Proposals:,20 to 50,AI Model Training,AI Model Integration,,,,,,,+5,96.5,"['AI Agent Development', 'AI Implementation', 'AI Model Training', 'AI Model Integration', 'AI Bot', '+5']"
last week,AI API  Engineer,https://www.upwork.com/jobs/API-span-class-highlight-Data-span-Engineer_~021914092178971564739/?referrer_url_path=/nx/search/jobs/,Data,Payment verified,Rating is 0 out of 5.,0.0,No feedback yet,$0,spent,United States,Hourly: $60.00 - $120.00,Expert,Est. time:,"1 to 3 months, 30+ hrs/week","Job Overview
We’re looking for an experienced  Engineer to own and enhance our existing Python-based  pipeline that scrapes public audio  and performs extensive post-processing, including transcription, diarization, and annotation using Rev API and Gemini Pro API.
Responsibilities:
Take ownership of our existing audio  pipeline
Maintain and improve the reliability and efficiency of the current system
Develop new features and functionality for audio processing
Integrate and optimize usage of external APIs (Rev, Gemini Pro)
Implement robust error handling and monitoring
Document the system and processes
Requirements:
Strong Python programming skills
Experience building and maintaining  pipelines
Experience integrating and working with external APIs
Knowledge of best practices for scalable  engineering
Fast execution and iterative development mindset
Self-motivated with ability to work independently
Nice to Have:
Experience with speech-to-text systems
Familiarity with audio processing techniques
Knowledge of speaker diarization techniques
Background in audio signal processing
Experience with cloud computing platforms
Prior work with large language models or AI APIs
Project Details:
This is an ongoing role with potential for long-term collaboration. The ideal candidate will be able to understand our current system quickly and start making improvements immediately. We value speed of execution and pragmatic solutions over perfection.",Data,Python,API,Artificial Intelligence,Proposals:,20 to 50,,,data,data,data,data,,,,90.0,"['Data', 'Python', 'Artificial Intelligence', 'API']"
4 weeks ago,AI Expert to Fine-Tune a Pre-Trained Model for Retail & E-Commerce Consulting,https://www.upwork.com/jobs/Expert-Fine-Tune-Pre-Trained-Model-for-Retail-Commerce-Consulting_~021907102496262877374/?referrer_url_path=/nx/search/jobs/,,Payment verified,Rating is 0 out of 5.,0.0,No feedback yet,$0,spent,United States,Fixed price,Expert,Est. budget:,"$2,000.00","We are an innovative startup aiming to revolutionize the way retail and e-commerce businesses use AI to optimize their operations. We're developing an AI-powered consultant that provides -driven insights on sales forecasting, customer behavior analysis, and pricing optimization.

We are seeking an experienced AI/ML Engineer or   with expertise in fine-tuning large language models (LLMs) for custom applications. The ideal candidate will work with us to adapt a pre-trained AI model to analyze competitor prices & features and provide valuable insights and decision-making capabilities tailored to the unique needs of retail and e-commerce businesses.



Responsibilities:

Fine-tune a pre-trained AI model (e.g., GPT-4o, Llama 3) to enhance its ability to handle retail and e-commerce-specific tasks (e.g., product recommendations, pricing optimization, competitor analysis, demand forecasting, customer segmentation).

Prepare and preprocess  for training, including retail  such as customer behavior, sales history, product information, etc.

Communicate with our team on a regular basis to ensure the fine-tuned AI aligns with our business objectives.

Test and optimize the fine-tuned model to ensure it delivers accurate and actionable insights for e-commerce and retail clients.

Document the process for future improvements and knowledge transfer.



Requirements:

Proven experience in fine-tuning pre-trained models (e.g., GPT-4, Llama 3, BERT).

Strong background in Natural Language Processing (NLP), machine learning, and deep learning.

Experience with Python and machine learning libraries (e.g., TensorFlow, PyTorch, Hugging Face, Scikit-learn).

Experience with  preprocessing, working with datasets, and ensuring  quality for AI training.

Familiarity with cloud platforms (e.g., AWS, Google Cloud, or Azure) and related machine learning tools (e.g., SageMaker, Vertex AI).

Ability to work collaboratively with a non-technical team to understand business needs.

Strong problem-solving skills and a passion for applying AI to real-world business problems.



How to Apply:

Please provide the following in your application:

A brief cover letter explaining your experience with fine-tuning AI models and how you can help us with this project.

Portfolio or case studies of past AI projects, particularly those involving fine-tuning pre-trained models.

Your project cost estimate and availability for this job.

A brief outline of your approach to fine-tuning an AI model for our retail/e-commerce use case.",data,Machine Learning,Python,Shopify,Proposals:,Less than 5,Retail,Llama 3,Data,Scientist,data,data,,,,,"['Python', 'Shopify', 'Retail', 'Machine Learning', 'Llama 3']"
2 months ago,Back-End Developer Needed: OCR/AI Processing of 12-Month Bank Statements to Excel,https://www.upwork.com/jobs/Back-End-Developer-Needed-OCR-Processing-Month-Bank-Statements-Excel_~021891953143468053599/?referrer_url_path=/nx/search/jobs/,,Payment verified,Rating is 0 out of 5.,0.0,No feedback yet,$200+,spent,USA,Fixed price,Expert,Est. budget:,"$3,500.00","Job Description
Overview:
We’re looking for a skilled back-end developer with experience in Google Document AI, OCR, and  classification to build a robust pipeline that automatically converts 12-month batches of PDF bank statements into structured Excel reports.

A key part of this project involves an initial testing phase to compare Google Document AI's specialized bank statement processing against alternative OCR/AI methods, clearly determining which delivers the best speed and accuracy.

Project Scope:
1. OCR/AI Comparative Testing Phase:
Side-by-side testing of:

Google Document AI (bank statement processor)

Alternative custom OCR solutions (e.g., Amazon Textract, Tesseract, EasyOCR, Mistral-based approaches)

Evaluate accuracy (target: 95–99% extraction accuracy) and speed (under 3 minutes per 12-month batch).

Provide clear, -backed recommendations on the optimal solution after testing.

2. Transaction Classification and Validation:
Classify deposits automatically as Income or Non-Income.

Identify and flag:

Missing or incomplete monthly statements

Large or suspicious deposits

Potential discrepancies or anomalies

Allow manual overrides on uncertain classifications.

3. Final Excel Output:
Generate structured, polished Excel workbooks (template attached) with:

Separate tabs for personal and business deposits

Highlighted flags and summaries

User-editable fields to manually adjust calculations if needed

4. RESTful API & Documentation:
Build a clean RESTful API (Python/FastAPI or Node.js) to seamlessly handle PDF uploads and deliver completed Excel reports.

Provide clear, detailed documentation for easy integration.

Resources Provided:
Extensive set of bank statements for thorough comparative testing

Attached Excel template demonstrating required output format clearly

Skills & Requirements:
Proven OCR expertise (Google Document AI, Amazon Textract, custom OCR approaches)

Experience with structured financial  extraction and classification

Excel file automation skills (OpenPyXL, Pandas, SheetJS)

Ability to build and document robust RESTful APIs

Cloud deployment knowledge (Google Cloud/AWS)

Timeline & Milestones:
Week 1:

Conduct comparative testing between Google Document AI and custom OCR solutions using provided statements

Deliver clear evaluation results and recommended approach

Week 2:

Implement classification logic, transaction flagging, and Excel report generation based on chosen OCR solution

Week 3:

Complete full integration, manual override functionality, and API delivery

Final QA and documented solution delivered

How to Apply:
Please provide:

Description of your direct experience with Google Document AI and/or custom OCR/AI solutions

Past relevant OCR-to-Excel project examples

Estimated timeline and budget to perform the outlined OCR comparative testing and subsequent development

Why Join Falcon Mortgage?
Participate in cutting-edge automation in the mortgage industry

Access large, detailed datasets and clear goals

Opportunity for continued involvement and future innovation

We look forward to finding a developer who can carefully test, validate, and recommend the most accurate and efficient OCR solution before building our production-ready system.

Best regards,
Nick Sharp
Falcon Mortgage",data,AI Builder,Google Sheets Automation,Microsoft Excel,Proposals:,50+,Automation,Python,data,data,,,Data Entry,,+4,,"['Python', 'Automation', 'AI Builder', 'Google Sheets Automation', '+4', 'Microsoft Excel']"
3 weeks ago,Experienced Python Mentor & Developer for Real-World Project Collaboration,https://www.upwork.com/jobs/Experienced-Python-Mentor-Developer-for-Real-World-Project-Collaboration_~021910007969987822501/?referrer_url_path=/nx/search/jobs/,,Payment verified,Rating is 4.9 out of 5.,4.9,"4.85 Stars, based on 25 feedbacks",$60K+,spent,United States,Hourly: $20.00 - $40.00,Expert,Est. time:,"3 to 6 months, Less than 30 hrs/week","I’m looking to level up my Python programming skills by working on a series of hands-on, real-world projects (small to medium-sized, with the potential to scale to enterprise-level applications). 
Also GenAI, machine learning,  science stuff. This is mostly for education and training.

Real-World Experience: Build a complete, deployable Python applications

Best Practices & Tools: Utilize version control (Git/GitHub), automated testing, proper documentation, and agile methodologies to mirror an enterprise setting.

Mentorship: Work closely with an experienced Python developer who can guide me through architectural decisions, coding best practices, debugging techniques, and ultimately help me create a polished final product.

This should is not supposed to be a difficult assignment, more of a teaching assignment for me.",data,AI Agent Development,Python,C++,Proposals:,20 to 50,Machine Learning,LLM Prompt Engineering,,,,,Data Science,,,30.0,"['AI Agent Development', 'C++', 'Python', 'Machine Learning', 'LLM Prompt Engineering']"
2 months ago,Healthcare Statistician Researcher for health tech startup,https://www.upwork.com/jobs/Healthcare-Statistician-Researcher-for-health-tech-startup_~021894439314022681672/?referrer_url_path=/nx/search/jobs/,,Payment verified,Rating is 5.0 out of 5.,5.0,"4.99 Stars, based on 2 feedbacks",$10K+,spent,USA,Hourly,Expert,Est. time:,"1 to 3 months, 30+ hrs/week","COMPANY 🤩
1st Principles Healthcare Institute (1Phi) is a new health tech startup that aims to give patients the analytic tools to identify healthcare providers who have the best clinical outcomes for their specific situation. 1Phi is structured as a Public Benefit Corporation with a non-profit subsidiary. The ultimate moonshot: Reduce healthcare costs 10x by leveraging AI to overcome regulatory capture. You will be among the first team members!

JOB DESCRIPTION  😍
As a Healthcare Statistician Researcher you will define research studies that use our national  assets to improve the health outcomes for patients.  assets include national medical claims, provider and hospital attributes, and participation on value based care programs.  You will:
  * Use your knowledge of U.S. healthcare to define study protocols, while ensuring HIPAA and information security policies are followed
  * Define statistical and ML methods to implement, along with supporting  models, feature engineering, and  cleansing
  * Write pseudocode, Python and SQL to generate the study results

UPWORK CONSIDERATIONS 🥸
  * Must be an independent freelancer (not agency)
  * Must be available 20+ hours per week during Chicago business hours 9am - 5pm
  * Must be have good connectivity and comfortable with working together on video calls
  *  This is a freelance opportunity for now. But if you’re interested in growing with the company, your role could expand into other platforms and functional areas.

REQUIREMENTS  🤓
  * U.S. Healthcare Expertise: Experience and/or education that gives you a deep understanding of U.S. healthcare, claims , providers, fee-for-service, and value-based care
  * Statistical/ML proficiency: Strong grasp of statistical modeling and machine learning
  * Python & SQL: Demonstrated proficiency in Python (Pandas, Scikit-Learn, etc) and SQL coding for  manipulation and analysis
  * HIPAA & security: Knowledge of HIPAA rules compliance and methodologies to maintain patient privacy 

HIRING PROCESS  😇
The steps in our hiring process are: Send links & answer questions (30 mins) ⇒ Paid Micro Project (1-4 hours) ⇒ Interview (60 mins) ⇒ Reference check ⇒ Hire! (May hire 2-3 candidates)

___
Product Definition & Mockups: http://tiny.cc/1Phi-app-mockup",data,SQL,Machine Learning,Python,Proposals:,Less than 5,Healthcare,Statistics,Data,data,data,data,,,,,"['Python', 'Machine Learning', 'Statistics', 'Healthcare', 'SQL']"
